NPlayers,MaxNActions,Solver,Runtime,MaxViolation,NViolations,Welfare
2,2,Linear Programming,0.04205659998115152,0,0,8.279761069494649
2,2,Linear Programming-Maximize Welfare,0.039704599999822676,0,0,8.279761069494649
2,2,Linear Programming,0.043745300004957244,0,0,12.332016680058025
2,2,Linear Programming-Maximize Welfare,0.04017409999505617,0,0,12.332016680058025
2,2,Linear Programming,0.043700600013835356,0,0,-2.6306400373397354
2,2,Linear Programming-Maximize Welfare,0.04562749998876825,0,0,12.101008064278194
2,2,Linear Programming,0.0449642000021413,0,0,3.5281807855885283
2,2,Linear Programming-Maximize Welfare,0.05454370001098141,0,0,3.5281807855885283
2,2,Linear Programming,0.04371160001028329,0,0,2.7902225767305664
2,2,Linear Programming-Maximize Welfare,0.041873999987728894,0,0,2.7902225767305664
2,2,Linear Programming,0.046215099981054664,0,0,12.4214055216847
2,2,Linear Programming-Maximize Welfare,0.04328100002021529,0,0,12.4214055216847
2,2,Linear Programming,0.04081059998134151,0,0,13.253429067060999
2,2,Linear Programming-Maximize Welfare,0.044423799990909174,0,0,13.253429067060999
2,10,Linear Programming,0.12673799999174662,0,0,8.708155355916048
2,10,Linear Programming-Maximize Welfare,0.11183589999563992,0,0,15.836578629792408
2,10,Linear Programming,0.10873489998630248,0,0,15.40262299531105
2,10,Linear Programming-Maximize Welfare,0.12653000000864267,0,0,15.966183832687808
2,10,Linear Programming,0.1068733999854885,0,0,6.099569856516448
2,10,Linear Programming-Maximize Welfare,0.10820019998936914,0,0,13.770966410102842
2,10,Linear Programming,0.11316890001762658,0,0,18.56005287961756
2,10,Linear Programming-Maximize Welfare,0.10796749999281019,0,0,18.560052879084452
2,10,Linear Programming,0.10725359999923967,0,0,12.228800675107639
2,10,Linear Programming-Maximize Welfare,0.11200219998136163,0,0,18.76174952377929
2,10,Linear Programming,0.12654520000796765,0,0,12.504557431942597
2,10,Linear Programming-Maximize Welfare,0.11415499998838641,0,0,16.654373376543973
2,10,Linear Programming,0.10773420002078637,0,0,9.02438290837084
2,10,Linear Programming-Maximize Welfare,0.1335450999904424,0,0,19.241710022249404
2,10,Linear Programming,0.10821480001322925,0,0,6.150092852557309
2,10,Linear Programming-Maximize Welfare,0.11737160000484437,0,0,18.225958525506286
2,10,Linear Programming,0.10908550000749528,0,0,16.096833926684088
2,10,Linear Programming-Maximize Welfare,0.11634639999829233,0,0,16.096833924955998
2,10,Linear Programming,0.11218329999246635,0,0,8.076473970901542
2,10,Linear Programming-Maximize Welfare,0.12530460002017207,0,0,17.708630515631103
2,25,Linear Programming,1.1731220000074245,0,0,4.696868583083815
2,25,Linear Programming-Maximize Welfare,0.9142531999968924,0,0,18.941269206701314
2,25,Linear Programming,1.1337141999974847,0,0,3.817718596186384
2,25,Linear Programming-Maximize Welfare,0.9152348999923561,0,0,17.805913317707088
2,25,Linear Programming,1.106676299998071,0,0,4.344615660262758
2,25,Linear Programming-Maximize Welfare,0.9768047999823466,0,0,18.22492828498444
2,25,Linear Programming,1.3771979000011925,0,0,5.889850848245999
2,25,Linear Programming-Maximize Welfare,0.9230384000111371,0,0,19.195888911892247
2,25,Linear Programming,1.0933590999920852,0,0,4.91960065880519
2,25,Linear Programming-Maximize Welfare,1.0979526000155602,0,0,18.97759163542234
2,25,Linear Programming,1.1292078999977093,0,0,4.531880970953209
2,25,Linear Programming-Maximize Welfare,0.9798813999805134,0,0,17.981253829569532
2,25,Linear Programming,1.1053029000177048,0,0,4.784901897714194
2,25,Linear Programming-Maximize Welfare,0.979303300002357,0,0,19.015845504429986
2,25,Linear Programming,1.0781427999900188,0,0,5.432752703126901
2,25,Linear Programming-Maximize Welfare,0.9968054000055417,0,0,18.336473383379598
2,25,Linear Programming,1.263159199996153,0,0,4.397697415887977
2,25,Linear Programming-Maximize Welfare,1.3950473000004422,0,0,19.258197242530958
2,25,Linear Programming,1.3330651000142097,0,0,4.598781402588536
2,25,Linear Programming-Maximize Welfare,0.9599786000035238,0,0,19.285967066075933
2,50,Linear Programming,26.868098399980227,0,0,3.892174893852427
2,50,Linear Programming-Maximize Welfare,11.332382299995515,0,0,19.804936717419444
2,50,Linear Programming,26.068644499988295,0,0,3.8781091337164293
2,50,Linear Programming-Maximize Welfare,10.763547299982747,0,0,19.374037474747364
2,50,Linear Programming,20.39132110000355,0,0,4.392415593590718
2,50,Linear Programming-Maximize Welfare,10.676794600003632,0,0,19.758202443047875
2,50,Linear Programming,23.86149270000169,0,0,5.141625782994969
2,50,Linear Programming-Maximize Welfare,10.704130400001304,0,0,19.02177257695311
2,50,Linear Programming,28.02992689999519,0,0,3.7195599647307698
2,50,Linear Programming-Maximize Welfare,10.927757500001462,0,0,19.34868777058308
2,50,Linear Programming,24.456990200007567,0,0,4.050303609050588
2,50,Linear Programming-Maximize Welfare,10.821945200004848,0,0,19.44774660996245
2,50,Linear Programming,21.480605500022648,0,0,4.776159652492871
2,50,Linear Programming-Maximize Welfare,10.731811199977528,0,0,19.45766068007741
2,50,Linear Programming,23.203423500002827,0,0,3.7297773252461828
2,50,Linear Programming-Maximize Welfare,11.580909099982819,0,0,19.562904089945803
2,50,Linear Programming,21.578774099994916,0,0,4.461860163040346
2,50,Linear Programming-Maximize Welfare,10.479075599985663,0,0,19.742904045161346
2,50,Linear Programming,27.523876499995822,0,0,4.2060373166107095
2,50,Linear Programming-Maximize Welfare,11.061221999989357,0,0,19.748638903629978
